f	pi	p0	pw
0.02564	698.0	415.0	13.0
0.05128	204.0	145.0	2.0
0.07692	143.0	93.0	1.0
0.10256	88.0	114.0	8.0
0.12821	76.0	69.0	2.0
0.15385	46.0	52.0	0.0
0.17949	50.0	34.0	0.0
0.20513	30.0	27.0	3.0
0.23077	13.0	21.0	0.0
0.25641	29.0	27.0	0.0
0.28205	18.0	35.0	1.0
0.30769	16.0	19.0	0.0
0.33333	22.0	19.0	1.0
0.35897	17.0	25.0	2.0
0.38462	25.0	16.0	2.0
0.41026	10.0	31.0	0.0
0.4359	9.0	21.0	0.0
0.46154	10.0	28.0	0.0
0.48718	3.0	13.0	0.0
0.51282	14.0	11.0	0.0
0.53846	6.0	26.0	0.0
0.5641	4.0	30.0	0.0
0.58974	2.0	17.0	0.0
0.61538	7.0	8.0	0.0
0.64103	7.0	19.0	0.0
0.66667	15.0	16.0	1.0
0.69231	9.0	11.0	2.0
0.71795	11.0	14.0	0.0
0.74359	5.0	11.0	0.0
0.76923	10.0	7.0	3.0
0.79487	3.0	3.0	0.0
0.82051	10.0	7.0	0.0
0.84615	6.0	4.0	0.0
0.87179	7.0	6.0	0.0
0.89744	2.0	11.0	0.0
0.92308	6.0	7.0	0.0
0.94872	7.0	12.0	0.0
0.97436	2.0	3.0	0.0
1.0	6.0	9.0	0.0
